1	3,275.88
3	662,17161.71
4	2,30.06
5	4,253.46
6	12,608.94
7	25657,299417.59
8	5,122.77
9	311,6933.17
10	852,22081.54
11	430,10432.14
13	16,317.17
14	2143,59889.73
15	152,4444.01
16	383,9903.55
17	4351,70985.20
18	1274,28589.08
19	304,7966.30
20	643,14450.71
21	927,24070.17
22	1105,30441.41
23	16,913.77
24	1827,22030.72
25	12234,192721.16
26	1989,45015.84
27	1,30.45
28	845,19689.78
29	939,25039.22
30	3,190.04
31	159,3433.53
32	1069,28843.47
33	14758,246954.63
34	151,2696.81
35	2627,60968.28
36	1573,32759.63
37	1850,39265.35
38	409,16326.72
39	2489,66817.48
40	3091,46311.07
41	33122,389929.91
42	20277,263471.00
43	7118,94342.87
44	3,217.96
45	3,38.72
46	66,3197.80
47	1002,22702.28
48	42,552.19
49	5724,91646.70
50	3,24.46
51	2031,61405.63
52	5642,77067.64
53	154,4383.36
54	190,4210.11
55	1987,70595.39
56	1336,27335.34
57	31,501.53
58	49,1080.55
59	55,1415.44
60	615,12403.25
61	6859,123334.58
62	1830,34509.98
63	571,14964.86
64	104,3229.26
65	14457,231261.25
66	10088,183343.38
67	475,11448.64
68	15,186.21
69	2461,48041.41
70	590,11714.15
71	1793,40144.10
72	2125,48545.27
73	140,3636.72
74	42538,549471.63
75	39781,516952.75
76	4242,111606.43
77	1060,25909.84
78	1215,28798.54
79	18,215.58
80	2843,54313.88
81	902,25008.55
82	24412,306137.56
83	3002,38835.17
84	7,550.27
85	1159,25699.62
86	294,17063.47
87	14,301.77
88	8,263.97
89	3118,70278.73
90	12,159.50
91	2211,50904.11
92	4179,78850.07
93	189,4505.19
94	483,10076.46
95	16922,239115.48
96	28,715.82
97	17185,256700.56
98	209,6066.82
100	62,872.60
101	199,7492.88
102	424,10720.37
106	1386,25377.94
107	9,122.62
108	822,23272.58
109	2,114.73
111	14,157.09
112	3981,62673.29
113	6,91.72
114	7,100.04
115	43,2659.21
116	8406,120005.32
117	269,13957.84
118	12,942.91
119	960,23381.73
120	47,831.55
121	1035,22451.16
122	526,15038.77
123	1342,29161.48
124	332,9409.92
125	2,18.72
126	613,13342.79
127	1757,32527.26
128	88,1924.34
129	15707,198053.88
130	9738,173339.75
131	681,16894.15
132	41,1756.29
133	765,16323.93
134	5228,78539.66
135	669,14761.21
136	1235,30393.50
137	10,157.73
138	55,1852.69
139	393,13274.33
140	16,313.28
141	9,78.69
142	35,471.81
143	3,21.89
144	1,7.80
145	6550,108333.22
146	3193,41901.19
147	596,14997.40
148	5,69.65
149	1019,22419.97
150	570,17503.27
151	1,14.69
152	4094,54395.41
153	210,2729.30
154	29,585.99
155	1433,35450.37
156	37,2474.26
157	375,8122.78
158	3,34.99
159	2076,34845.59
160	351,7358.93
161	29,442.98
162	37,485.49
163	26,282.61
164	24,340.55
165	1671,36837.55
166	21956,289963.22
167	1143,24893.78
168	2008,36443.98
169	1159,24933.96
170	31,726.58
171	351,10762.12
172	6,358.53
173	1448,20895.91
174	1794,39811.75
175	246,7218.80
176	2,84.61
177	1490,32897.67
178	434,9620.46
179	4348,59359.18
180	216,6019.69
181	13733,205185.16
182	1705,33781.88
183	458,12677.44
184	65,1207.43
185	1082,21617.86
186	25,374.74
187	4,263.74
188	3676,73128.99
189	1671,26961.57
190	383,6706.51
191	1026,31592.95
192	436,10051.33
193	1829,26653.02
194	25,466.02
195	777,20838.80
196	4728,72623.23
197	1596,51610.01
198	508,12025.38
200	640,19538.05
201	50,2972.38
202	74,2781.23
203	352,12382.94
204	3,179.44
205	1431,44064.14
206	36,2370.45
207	8,161.06
208	636,15103.52
210	3180,61906.38
211	6,70.60
212	1379,23513.89
213	2039,47608.11
214	12,782.87
215	1059,28657.30
216	1085,29908.13
217	660,12004.82
218	841,24055.92
219	297,11907.35
220	1370,31026.48
221	31,2110.17
222	1075,31957.79
223	10164,129610.05
224	1,9.36
225	3374,67560.54
226	4904,83835.41
227	726,20282.93
228	1220,31608.01
229	14,157.62
230	52,811.43
231	23,435.32
232	3,108.71
233	4,41.39
234	21,295.80
235	1529,37971.96
236	1372,17646.94
237	11,138.46
238	12,119.92
239	37,459.94
240	107,2595.82
241	735,16744.41
242	2712,53059.55
243	3151,61353.72
244	15358,287225.34
245	3,131.98
246	3,26.86
247	2224,35809.19
248	708,14621.38
249	11,101.56
250	1098,23590.61
251	25,1391.01
252	197,5886.72
253	18,810.68
254	1603,43024.84
255	10200,153839.42
256	3298,53757.89
257	631,13364.27
258	543,14791.57
259	731,21572.84
260	11987,151314.84
261	8,185.72
262	14,317.64
263	397,5493.80
264	401,5576.62
265	141,5712.36
